OsmId,Name,Amenity,Shop,Cuisine,City,Street,HouseNumber,Postcode,Website,Phone,OpeningHours,Latitude,Longitude,OsmTimestamp,OsmTimestampParsed,DaysSinceUpdate,RecentlyUpdated,NameNorm,NameLength,HasCity,HasStreet,HasHouseNumber,HasPostcode,HasWebsite,HasPhone,HasOpeningHours,HasCuisine,HasCoordinates,Geo_OsmId,Geo_Name,Geo_Amenity,Geo_Shop,Geo_Cuisine,Geo_City,Geo_Street,Geo_HouseNumber,Geo_Postcode,Geo_Website,Geo_Phone,Geo_OpeningHours,Geo_Latitude,Geo_Longitude,Geo_OsmTimestamp,Geo_OsmTimestampParsed,Geo_DaysSinceUpdate,Geo_RecentlyUpdated,Geo_NameNorm,Geo_NameLength,Geo_HasCity,Geo_HasStreet,Geo_HasHouseNumber,Geo_HasPostcode,Geo_HasWebsite,Geo_HasPhone,Geo_HasOpeningHours,Geo_HasCuisine,Geo_HasCoordinates,Geo_CityGeo,Geo_StreetGeo,Geo_HouseNumberGeo,Geo_PostcodeGeo,Geo_ReverseAddressGeo
3281436597,Luigi's,restaurant,,,Akron,North Main Street,105,44308,,,,41.0878905,-81.5153713,2017-11-22T16:53:11Z,2017-11-22 16:53:11+00:00,2924,0,luigi's,7,1,1,1,1,0,0,0,0,1,3281436597,Luigi's,restaurant,,,Akron,North Main Street,105,44308,,,,41.0878905,-81.5153713,2017-11-22T16:53:11Z,2017-11-22 16:53:11+00:00,2924,0,luigi's,7,1,1,1,1,0,0,0,0,1,Akron,North Main Street,105,44308,"{'amenity': ""Luigi's"", 'house_number': '105', 'road': 'North Main Street', 'neighbourhood': 'Northside District', 'suburb': 'Cascade Valley', 'city': 'Akron', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44308', 'country': 'United States of America', 'country_code': 'us'}"
3281436598,Jilly's Music Room,pub,,,Akron,North Main Street,111,44308,,,,41.0880462,-81.5152882,2017-11-22T16:53:11Z,2017-11-22 16:53:11+00:00,2924,0,jilly's music room,18,1,1,1,1,0,0,0,0,1,3281436598,Jilly's Music Room,pub,,,Akron,North Main Street,111,44308,,,,41.0880462,-81.5152882,2017-11-22T16:53:11Z,2017-11-22 16:53:11+00:00,2924,0,jilly's music room,18,1,1,1,1,0,0,0,0,1,Akron,North Main Street,111,44308,"{'amenity': ""Jilly's Music Room"", 'house_number': '111', 'road': 'North Main Street', 'neighbourhood': 'Northside District', 'suburb': 'Cascade Valley', 'city': 'Akron', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44308', 'country': 'United States of America', 'country_code': 'us'}"
3309809350,True North,,convenience,,,,,,,,,41.2403021,-81.4427246,2017-12-24T05:32:25Z,2017-12-24 05:32:25+00:00,2893,0,true north,10,0,0,0,0,0,0,0,0,1,3309809350,True North,,convenience,,,,,,,,,41.2403021,-81.4427246,2017-12-24T05:32:25Z,2017-12-24 05:32:25+00:00,2893,0,true north,10,0,0,0,0,0,0,0,0,1,Hudson,West Streetsboro Street,,44236,"{'shop': 'True North', 'road': 'West Streetsboro Street', 'town': 'Hudson', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44236', 'country': 'United States of America', 'country_code': 'us'}"
3309973451,Hudson's Restaurant,restaurant,,american,,,,,,,,41.2410705,-81.4406484,2025-07-21T14:35:32Z,2025-07-21 14:35:32+00:00,126,1,hudson's restaurant,19,0,0,0,0,0,0,0,1,1,3309973451,Hudson's Restaurant,restaurant,,american,,,,,,,,41.2410705,-81.4406484,2025-07-21T14:35:32Z,2025-07-21 14:35:32+00:00,126,1,hudson's restaurant,19,0,0,0,0,0,0,0,1,1,Hudson,North Main Street,,44236,"{'amenity': ""Hudson's Restaurant"", 'road': 'North Main Street', 'town': 'Hudson', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44236', 'country': 'United States of America', 'country_code': 'us'}"
3309973453,Kepner's Tavern,bar,,,,,,,,,,41.2411583,-81.4406484,2015-01-25T16:14:39Z,2015-01-25 16:14:39+00:00,3956,0,kepner's tavern,15,0,0,0,0,0,0,0,0,1,3309973453,Kepner's Tavern,bar,,,,,,,,,,41.2411583,-81.4406484,2015-01-25T16:14:39Z,2015-01-25 16:14:39+00:00,3956,0,kepner's tavern,15,0,0,0,0,0,0,0,0,1,Hudson,North Main Street,,44236,"{'amenity': ""Kepner's Tavern"", 'road': 'North Main Street', 'town': 'Hudson', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44236', 'country': 'United States of America', 'country_code': 'us'}"
3309975164,Downtown 140,restaurant,,,,,,,,,,41.2419072,-81.4406414,2024-10-25T14:22:00Z,2024-10-25 14:22:00+00:00,395,0,downtown 140,12,0,0,0,0,0,0,0,0,1,3309975164,Downtown 140,restaurant,,,,,,,,,,41.2419072,-81.4406414,2024-10-25T14:22:00Z,2024-10-25 14:22:00+00:00,395,0,downtown 140,12,0,0,0,0,0,0,0,0,1,Hudson,North Main Street,,44236,"{'amenity': 'Downtown 140', 'road': 'North Main Street', 'town': 'Hudson', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44236', 'country': 'United States of America', 'country_code': 'us'}"
3309975169,Open Door Coffee Co.,cafe,,coffee_shop,,,,,,,,41.2422057,-81.4406375,2024-10-25T14:22:02Z,2024-10-25 14:22:02+00:00,395,0,open door coffee co.,20,0,0,0,0,0,0,0,1,1,3309975169,Open Door Coffee Co.,cafe,,coffee_shop,,,,,,,,41.2422057,-81.4406375,2024-10-25T14:22:02Z,2024-10-25 14:22:02+00:00,395,0,open door coffee co.,20,0,0,0,0,0,0,0,1,1,Hudson,Clinton Street,,44236,"{'amenity': 'Open Door Coffee Co.', 'road': 'Clinton Street', 'retail': 'First & Main Hudson', 'town': 'Hudson', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44236', 'country': 'United States of America', 'country_code': 'us'}"
3321367215,The Boulevard Tavern,bar,,,,,,,,,,41.1292955,-81.4893473,2015-01-30T18:56:09Z,2015-01-30 18:56:09+00:00,3951,0,the boulevard tavern,20,0,0,0,0,0,0,0,0,1,3321367215,The Boulevard Tavern,bar,,,,,,,,,,41.1292955,-81.4893473,2015-01-30T18:56:09Z,2015-01-30 18:56:09+00:00,3951,0,the boulevard tavern,20,0,0,0,0,0,0,0,0,1,Cuyahoga Falls,Chestnut Boulevard,,44223,"{'amenity': 'The Boulevard Tavern', 'road': 'Chestnut Boulevard', 'retail': 'Chestnut Crossing', 'city': 'Cuyahoga Falls', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44223', 'country': 'United States of America', 'country_code': 'us'}"
3321367216,Chestnut Beer Garden,bar,,,,,,,,,,41.1292722,-81.489673,2015-01-30T18:56:09Z,2015-01-30 18:56:09+00:00,3951,0,chestnut beer garden,20,0,0,0,0,0,0,0,0,1,3321367216,Chestnut Beer Garden,bar,,,,,,,,,,41.1292722,-81.489673,2015-01-30T18:56:09Z,2015-01-30 18:56:09+00:00,3951,0,chestnut beer garden,20,0,0,0,0,0,0,0,0,1,Cuyahoga Falls,Chestnut Boulevard,,44223,"{'amenity': 'Chestnut Beer Garden', 'road': 'Chestnut Boulevard', 'retail': 'Chestnut Crossing', 'city': 'Cuyahoga Falls', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44223', 'country': 'United States of America', 'country_code': 'us'}"
3429521281,Cal's Restaurant and Pizza,restaurant,,,,,,,,,,41.2781072,-81.0900104,2025-09-06T14:56:54Z,2025-09-06 14:56:54+00:00,79,1,cal's restaurant and pizza,26,0,0,0,0,0,0,0,0,1,3429521281,Cal's Restaurant and Pizza,restaurant,,,,,,,,,,41.2781072,-81.0900104,2025-09-06T14:56:54Z,2025-09-06 14:56:54+00:00,79,1,cal's restaurant and pizza,26,0,0,0,0,0,0,0,0,1,Garrettsville,Windham Street,,44231,"{'amenity': ""Cal's Restaurant and Pizza"", 'road': 'Windham Street', 'village': 'Garrettsville', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44231', 'country': 'United States of America', 'country_code': 'us'}"
3763125098,Jimmy John's,fast_food,,sandwich,,,,,,,,41.2423121,-81.1778012,2024-05-20T10:43:25Z,2024-05-20 10:43:25+00:00,553,0,jimmy john's,12,0,0,0,0,0,0,0,1,1,3763125098,Jimmy John's,fast_food,,sandwich,,,,,,,,41.2423121,-81.1778012,2024-05-20T10:43:25Z,2024-05-20 10:43:25+00:00,553,0,jimmy john's,12,0,0,0,0,0,0,0,1,1,Drakesburg,Ohio Turnpike,,,"{'amenity': ""Jimmy John's"", 'road': 'Ohio Turnpike', 'village': 'Drakesburg', 'municipality': 'Freedom Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'country': 'United States of America', 'country_code': 'us'}"
3763125099,Jimmy John's,fast_food,,sandwich,Mantua,,,44255,https://locations.jimmyjohns.com/oh/mantua/sandwiches-4299.html,+1 234-405-0941,,41.2448131,-81.1759212,2024-05-20T10:43:25Z,2024-05-20 10:43:25+00:00,553,0,jimmy john's,12,1,0,0,1,1,1,0,1,1,3763125099,Jimmy John's,fast_food,,sandwich,Mantua,,,44255,https://locations.jimmyjohns.com/oh/mantua/sandwiches-4299.html,+1 234-405-0941,,41.2448131,-81.1759212,2024-05-20T10:43:25Z,2024-05-20 10:43:25+00:00,553,0,jimmy john's,12,1,0,0,1,1,1,0,1,1,Mantua,Ohio Turnpike,,44255,"{'amenity': ""Jimmy John's"", 'road': 'Ohio Turnpike', 'village': 'Mantua', 'municipality': 'Freedom Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44255', 'country': 'United States of America', 'country_code': 'us'}"
3763125100,Freshëns,fast_food,,juice;salad,,,,,,,,41.2423717,-81.177711,2023-07-29T12:13:54Z,2023-07-29 12:13:54+00:00,849,0,freshëns,8,0,0,0,0,0,0,0,1,1,3763125100,Freshëns,fast_food,,juice;salad,,,,,,,,41.2423717,-81.177711,2023-07-29T12:13:54Z,2023-07-29 12:13:54+00:00,849,0,freshëns,8,0,0,0,0,0,0,0,1,1,Drakesburg,Ohio Turnpike,,,"{'amenity': 'Freshëns', 'road': 'Ohio Turnpike', 'village': 'Drakesburg', 'municipality': 'Freedom Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'country': 'United States of America', 'country_code': 'us'}"
3763125101,Freshëns,fast_food,,juice;salad,,,,,,,,41.2447526,-81.1760101,2022-12-23T19:47:01Z,2022-12-23 19:47:01+00:00,1067,0,freshëns,8,0,0,0,0,0,0,0,1,1,3763125101,Freshëns,fast_food,,juice;salad,,,,,,,,41.2447526,-81.1760101,2022-12-23T19:47:01Z,2022-12-23 19:47:01+00:00,1067,0,freshëns,8,0,0,0,0,0,0,0,1,1,Shalersville,Ohio Turnpike,,44255,"{'amenity': 'Freshëns', 'road': 'Ohio Turnpike', 'village': 'Shalersville', 'municipality': 'Freedom Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44255', 'country': 'United States of America', 'country_code': 'us'}"
3763125102,Wendy's,fast_food,,burger,,,,,,,,41.2424312,-81.1776209,2024-05-22T10:25:11Z,2024-05-22 10:25:11+00:00,551,0,wendy's,7,0,0,0,0,0,0,0,1,1,3763125102,Wendy's,fast_food,,burger,,,,,,,,41.2424312,-81.1776209,2024-05-22T10:25:11Z,2024-05-22 10:25:11+00:00,551,0,wendy's,7,0,0,0,0,0,0,0,1,1,Drakesburg,Ohio Turnpike,,,"{'amenity': ""Wendy's"", 'road': 'Ohio Turnpike', 'village': 'Drakesburg', 'municipality': 'Freedom Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'country': 'United States of America', 'country_code': 'us'}"
3763125103,Wendy's,fast_food,,burger,,,,,,,,41.244692,-81.1760991,2024-05-22T10:25:11Z,2024-05-22 10:25:11+00:00,551,0,wendy's,7,0,0,0,0,0,0,0,1,1,3763125103,Wendy's,fast_food,,burger,,,,,,,,41.244692,-81.1760991,2024-05-22T10:25:11Z,2024-05-22 10:25:11+00:00,551,0,wendy's,7,0,0,0,0,0,0,0,1,1,Shalersville,Ohio Turnpike,,44255,"{'amenity': ""Wendy's"", 'road': 'Ohio Turnpike', 'village': 'Shalersville', 'municipality': 'Freedom Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44255', 'country': 'United States of America', 'country_code': 'us'}"
3763125104,Dunkin',fast_food,,donut;coffee_shop,Mantua,Limeridge Road,9250,44255,https://locations.dunkindonuts.com/en/oh/mantua/9250-limeridge-rd/363401,+1 234-405-0930,05:30-19:00,41.2424907,-81.1775307,2024-05-08T23:57:30Z,2024-05-08 23:57:30+00:00,565,0,dunkin',7,1,1,1,1,1,1,1,1,1,3763125104,Dunkin',fast_food,,donut;coffee_shop,Mantua,Limeridge Road,9250,44255,https://locations.dunkindonuts.com/en/oh/mantua/9250-limeridge-rd/363401,+1 234-405-0930,05:30-19:00,41.2424907,-81.1775307,2024-05-08T23:57:30Z,2024-05-08 23:57:30+00:00,565,0,dunkin',7,1,1,1,1,1,1,1,1,1,Mantua,Limeridge Road,9250,44255,"{'amenity': ""Dunkin'"", 'house_number': '9250', 'road': 'Limeridge Road', 'village': 'Mantua', 'municipality': 'Freedom Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44255', 'country': 'United States of America', 'country_code': 'us'}"
3763125105,Dunkin',fast_food,,donut;coffee_shop,Mantua,Limeridge Road,9270,44255,https://locations.dunkindonuts.com/en/oh/mantua/9270-limeridge-rd/363402,+1 234-405-0942,05:30-19:00,41.2446315,-81.176188,2024-05-08T23:57:30Z,2024-05-08 23:57:30+00:00,565,0,dunkin',7,1,1,1,1,1,1,1,1,1,3763125105,Dunkin',fast_food,,donut;coffee_shop,Mantua,Limeridge Road,9270,44255,https://locations.dunkindonuts.com/en/oh/mantua/9270-limeridge-rd/363402,+1 234-405-0942,05:30-19:00,41.2446315,-81.176188,2024-05-08T23:57:30Z,2024-05-08 23:57:30+00:00,565,0,dunkin',7,1,1,1,1,1,1,1,1,1,Mantua,Limeridge Road,9270,44255,"{'amenity': ""Dunkin'"", 'house_number': '9270', 'road': 'Limeridge Road', 'village': 'Mantua', 'municipality': 'Freedom Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44255', 'country': 'United States of America', 'country_code': 'us'}"
3763127031,Pike Plaza Shop,,convenience,,,,,,,,,41.242762,-81.1774363,2023-07-29T12:15:39Z,2023-07-29 12:15:39+00:00,849,0,pike plaza shop,15,0,0,0,0,0,0,0,0,1,3763127031,Pike Plaza Shop,,convenience,,,,,,,,,41.242762,-81.1774363,2023-07-29T12:15:39Z,2023-07-29 12:15:39+00:00,849,0,pike plaza shop,15,0,0,0,0,0,0,0,0,1,Drakesburg,Ohio Turnpike,,,"{'shop': 'Pike Plaza Shop', 'road': 'Ohio Turnpike', 'village': 'Drakesburg', 'municipality': 'Freedom Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'country': 'United States of America', 'country_code': 'us'}"
3792873512,Stahl's Bakery Delicatessen,,deli,,,,,,,,,41.154223,-81.3521214,2015-10-19T16:09:39Z,2015-10-19 16:09:39+00:00,3689,0,stahl's bakery delicatessen,27,0,0,0,0,0,0,0,0,1,3792873512,Stahl's Bakery Delicatessen,,deli,,,,,,,,,41.154223,-81.3521214,2015-10-19T16:09:39Z,2015-10-19 16:09:39+00:00,3689,0,stahl's bakery delicatessen,27,0,0,0,0,0,0,0,0,1,Kent,East Main Street,,44240,"{'shop': ""Stahl's Bakery Delicatessen"", 'road': 'East Main Street', 'neighbourhood': 'Gateway', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
3944709341,Baxter's Speakeasy,bar,,,Akron,North High Street,22,44308,https://baxtersspeakeasy.com/,+1-330-800-0327,,41.0854207,-81.5155142,2025-09-21T19:14:44Z,2025-09-21 19:14:44+00:00,64,1,baxter's speakeasy,18,1,1,1,1,1,1,0,0,1,3944709341,Baxter's Speakeasy,bar,,,Akron,North High Street,22,44308,https://baxtersspeakeasy.com/,+1-330-800-0327,,41.0854207,-81.5155142,2025-09-21T19:14:44Z,2025-09-21 19:14:44+00:00,64,1,baxter's speakeasy,18,1,1,1,1,1,1,0,0,1,Akron,North High Street,22,44308,"{'amenity': ""Baxter's Speakeasy"", 'house_number': '22', 'road': 'North High Street', 'neighbourhood': 'Downtown Akron', 'suburb': 'Downtown', 'city': 'Akron', 'county': 'Summit County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44308', 'country': 'United States of America', 'country_code': 'us'}"
4034656190,Chipotle,fast_food,,mexican,Kent,Cascades Boulevard,4050,44240,https://locations.chipotle.com/oh/kent/4050-cascades-blvd,+1 330-673-5239,,41.0996203,-81.3859234,2024-05-08T22:30:20Z,2024-05-08 22:30:20+00:00,565,0,chipotle,8,1,1,1,1,1,1,0,1,1,4034656190,Chipotle,fast_food,,mexican,Kent,Cascades Boulevard,4050,44240,https://locations.chipotle.com/oh/kent/4050-cascades-blvd,+1 330-673-5239,,41.0996203,-81.3859234,2024-05-08T22:30:20Z,2024-05-08 22:30:20+00:00,565,0,chipotle,8,1,1,1,1,1,1,0,1,1,Kent,Cascades Boulevard,4050,44240,"{'amenity': 'Chipotle', 'house_number': '4050', 'road': 'Cascades Boulevard', 'retail': 'The Cascades of Brimfield', 'city': 'Kent', 'municipality': 'Brimfield Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
4034668609,Giant Eagle,,supermarket,,Rootstown,State Route 44,4260,44272,,+1 330-325-7965,Mo-Su 06:00-22:00,41.1053827,-81.2410573,2024-02-07T00:01:05Z,2024-02-07 00:01:05+00:00,657,0,giant eagle,11,1,1,1,1,0,1,1,0,1,4034668609,Giant Eagle,,supermarket,,Rootstown,State Route 44,4260,44272,,+1 330-325-7965,Mo-Su 06:00-22:00,41.1053827,-81.2410573,2024-02-07T00:01:05Z,2024-02-07 00:01:05+00:00,657,0,giant eagle,11,1,1,1,1,0,1,1,0,1,Rootstown Township,State Route 44,4260,44272,"{'shop': 'Giant Eagle', 'house_number': '4260', 'road': 'State Route 44', 'village': 'Rootstown Township', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44272', 'country': 'United States of America', 'country_code': 'us'}"
4071844922,Hartville Kitchen,restaurant,,,,,,,https://www.hartvillekitchen.com/,+1 330.877.9353,,40.9721819,-81.3601205,2019-04-02T01:15:25Z,2019-04-02 01:15:25+00:00,2429,0,hartville kitchen,17,0,0,0,0,1,1,0,0,1,4071844922,Hartville Kitchen,restaurant,,,,,,,https://www.hartvillekitchen.com/,+1 330.877.9353,,40.9721819,-81.3601205,2019-04-02T01:15:25Z,2019-04-02 01:15:25+00:00,2429,0,hartville kitchen,17,0,0,0,0,1,1,0,0,1,,Fichtner Trail,,44632,"{'amenity': 'Hartville Kitchen', 'road': 'Fichtner Trail', 'municipality': 'Lake Township', 'county': 'Stark County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44632', 'country': 'United States of America', 'country_code': 'us'}"
4207984188,Hungry Howie's,fast_food,,pizza,,,,,,,,41.1537027,-81.3363531,2024-01-16T03:06:45Z,2024-01-16 03:06:45+00:00,679,0,hungry howie's,14,0,0,0,0,0,0,0,1,1,4207984188,Hungry Howie's,fast_food,,pizza,,,,,,,,41.1537027,-81.3363531,2024-01-16T03:06:45Z,2024-01-16 03:06:45+00:00,679,0,hungry howie's,14,0,0,0,0,0,0,0,1,1,Kent,East Main Street,,44242,"{'amenity': ""Hungry Howie's"", 'road': 'East Main Street', 'neighbourhood': 'University Manor', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}"
4207985773,Little Caesars,fast_food,,pizza,,,,,,,,41.1545238,-81.3352562,2024-01-16T03:06:45Z,2024-01-16 03:06:45+00:00,679,0,little caesars,14,0,0,0,0,0,0,0,1,1,4207985773,Little Caesars,fast_food,,pizza,,,,,,,,41.1545238,-81.3352562,2024-01-16T03:06:45Z,2024-01-16 03:06:45+00:00,679,0,little caesars,14,0,0,0,0,0,0,0,1,1,Kent,East Main Street,,44242,"{'amenity': 'Little Caesars', 'road': 'East Main Street', 'neighbourhood': 'University Manor', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}"
4207992806,Evergreen Buffet,restaurant,,chinese,,,,,,,,41.1550385,-81.3339994,2016-05-25T22:30:16Z,2016-05-25 22:30:16+00:00,3470,0,evergreen buffet,16,0,0,0,0,0,0,0,1,1,4207992806,Evergreen Buffet,restaurant,,chinese,,,,,,,,41.1550385,-81.3339994,2016-05-25T22:30:16Z,2016-05-25 22:30:16+00:00,3470,0,evergreen buffet,16,0,0,0,0,0,0,0,1,1,Kent,East Main Street,,44242,"{'amenity': 'Evergreen Buffet', 'road': 'East Main Street', 'neighbourhood': 'University Manor', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}"
4207992807,East of Chicago Pizza,fast_food,,pizza,,,,,,,,41.1550303,-81.3339182,2024-01-16T03:06:45Z,2024-01-16 03:06:45+00:00,679,0,east of chicago pizza,21,0,0,0,0,0,0,0,1,1,4207992807,East of Chicago Pizza,fast_food,,pizza,,,,,,,,41.1550303,-81.3339182,2024-01-16T03:06:45Z,2024-01-16 03:06:45+00:00,679,0,east of chicago pizza,21,0,0,0,0,0,0,0,1,1,Kent,East Main Street,,44242,"{'amenity': 'East of Chicago Pizza', 'road': 'East Main Street', 'neighbourhood': 'University Manor', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}"
4207992809,Wild Papaya,restaurant,,thai,,,,,,,,41.1550344,-81.3337342,2016-05-25T22:30:16Z,2016-05-25 22:30:16+00:00,3470,0,wild papaya,11,0,0,0,0,0,0,0,1,1,4207992809,Wild Papaya,restaurant,,thai,,,,,,,,41.1550344,-81.3337342,2016-05-25T22:30:16Z,2016-05-25 22:30:16+00:00,3470,0,wild papaya,11,0,0,0,0,0,0,0,1,1,Kent,East Main Street,,44242,"{'amenity': 'Wild Papaya', 'road': 'East Main Street', 'neighbourhood': 'University Manor', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}"
4207995156,Juice And Smoothie Bar,fast_food,,,,,,,,,,41.1543005,-81.3318853,2023-01-03T15:00:48Z,2023-01-03 15:00:48+00:00,1056,0,juice and smoothie bar,22,0,0,0,0,0,0,0,0,1,4207995156,Juice And Smoothie Bar,fast_food,,,,,,,,,,41.1543005,-81.3318853,2023-01-03T15:00:48Z,2023-01-03 15:00:48+00:00,1056,0,juice and smoothie bar,22,0,0,0,0,0,0,0,0,1,Kent,East Main Street,,44242,"{'amenity': 'Juice And Smoothie Bar', 'road': 'East Main Street', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44242', 'country': 'United States of America', 'country_code': 'us'}"
4209764278,Subway,fast_food,,sandwich,Kent,East Main Street,1709,44240,https://restaurants.subway.com/united-states/oh/kent/1709-e-main-st,+1 330-673-7821,Mo-Su 09:00-22:00,41.1560597,-81.3328198,2024-05-19T11:57:56Z,2024-05-19 11:57:56+00:00,554,0,subway,6,1,1,1,1,1,1,1,1,1,4209764278,Subway,fast_food,,sandwich,Kent,East Main Street,1709,44240,https://restaurants.subway.com/united-states/oh/kent/1709-e-main-st,+1 330-673-7821,Mo-Su 09:00-22:00,41.1560597,-81.3328198,2024-05-19T11:57:56Z,2024-05-19 11:57:56+00:00,554,0,subway,6,1,1,1,1,1,1,1,1,1,Kent,East Main Street,1709,44240,"{'amenity': 'Subway', 'house_number': '1709', 'road': 'East Main Street', 'neighbourhood': 'University Manor', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
4210133405,China City,restaurant,,chinese,,,,,,,,41.1398047,-81.3593519,2023-01-12T20:32:07Z,2023-01-12 20:32:07+00:00,1047,0,china city,10,0,0,0,0,0,0,0,1,1,4210133405,China City,restaurant,,chinese,,,,,,,,41.1398047,-81.3593519,2023-01-12T20:32:07Z,2023-01-12 20:32:07+00:00,1047,0,china city,10,0,0,0,0,0,0,0,1,1,Kent,Cherry Street,,44240,"{'amenity': 'China City', 'road': 'Cherry Street', 'neighbourhood': 'South End', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
4213156597,Domino's,fast_food,,pizza,Kent,South Water Street,1413,44240,https://pizza.dominos.com/ohio/kent/1413-s-water-street,+1 330-673-6360,Mo-Th 10:30-24:00; Fr-Sa 10:30-01:00; Su 10:30-24:00,41.1407408,-81.3565772,2024-05-08T23:14:31Z,2024-05-08 23:14:31+00:00,565,0,domino's,8,1,1,1,1,1,1,1,1,1,4213156597,Domino's,fast_food,,pizza,Kent,South Water Street,1413,44240,https://pizza.dominos.com/ohio/kent/1413-s-water-street,+1 330-673-6360,Mo-Th 10:30-24:00; Fr-Sa 10:30-01:00; Su 10:30-24:00,41.1407408,-81.3565772,2024-05-08T23:14:31Z,2024-05-08 23:14:31+00:00,565,0,domino's,8,1,1,1,1,1,1,1,1,1,Kent,South Water Street,1413,44240,"{'amenity': ""Domino's"", 'house_number': '1413', 'road': 'South Water Street', 'neighbourhood': 'South End', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
4213311240,Venice Cafe,bar,,,,,,,,,,41.1528386,-81.3589169,2024-10-13T06:41:54Z,2024-10-13 06:41:54+00:00,408,0,venice cafe,11,0,0,0,0,0,0,0,0,1,4213311240,Venice Cafe,bar,,,,,,,,,,41.1528386,-81.3589169,2024-10-13T06:41:54Z,2024-10-13 06:41:54+00:00,408,0,venice cafe,11,0,0,0,0,0,0,0,0,1,Kent,Franklin Avenue,,44240,"{'amenity': 'Venice Cafe', 'road': 'Franklin Avenue', 'neighbourhood': 'Downtown', 'city': 'Kent', 'county': 'Portage County', 'state': 'Ohio', 'ISO3166-2-lvl4': 'US-OH', 'postcode': '44240', 'country': 'United States of America', 'country_code': 'us'}"
