Name,Type,Cuisine,City,Street,Postcode,Website,Latitude,Longitude,Status
Akronym Brewing,bar,,,,,,41.0846999,-81.5160181,needs_fix
McDonald's,fast_food,burger,Akron,Manchester Road,44319-3911,https://www.mcdonalds.com/us/en-us/location/5493.html,40.9623102,-81.5654457,valid
Great Lakes Brewing Co.,pub,,,,,,40.9147727,-81.4366938,needs_fix
Arby's,fast_food,sandwich,,,,,40.9148929,-81.4366926,needs_fix
Subway,fast_food,sandwich,,,,,40.9147541,-81.4364347,needs_fix
JJ's Sport Bar,pub,,,,,,40.9147559,-81.4363866,needs_fix
Buckhead Grill,restaurant,,,,,,40.9148058,-81.4364309,needs_fix
The Eye Opener,restaurant,,,,,,41.1096001,-81.5701619,needs_fix
Pizza Hut,restaurant,pizza,Akron,West Market Street,44313,https://locations.pizzahut.com/oh/akron/1694-w-market-st,41.1097079,-81.5703809,valid
Wingstop,restaurant,wings,,,,,41.1097246,-81.5704076,needs_fix
Dunkin' Donuts,fast_food,donut;coffee_shop,Akron,West Market Street,44313,https://locations.dunkindonuts.com/en/oh/akron/1712-w-market-st/350211,41.1098426,-81.5706236,valid
Panera Bread,fast_food,sandwich;bakery,Cuyahoga Falls,Howe Avenue,44221,https://locations.panerabread.com/oh/cuyahoga-falls/689-howe-avenue.html,41.1200399,-81.4746653,valid
Tres Potrillos,restaurant,mexican,,,,,41.1012003,-81.4379721,needs_fix
McDonald's,fast_food,burger,Tallmadge,Southeast Avenue,44278-2317,https://www.mcdonalds.com/us/en-us/location/10566.html,41.1006264,-81.4391501,valid
Great Garden,restaurant,chinese,,East Tallmadge Avenue,44310,http://www.greatgarden1065.com/,41.1023258,-81.4765885,valid
Swensons,fast_food,burger,,East Cuyahoga Falls Avenue,,https://swensonsdriveins.com/,41.1145639,-81.4956894,valid
Gino's Pizza,restaurant,,Akron,Copley Road,44320,,41.0840828,-81.5712843,valid
Portage Path Broaster and Mini Mart,fast_food,chicken,Akron,South Portage Path,44302,,41.0924294,-81.5434331,valid
Little Caesars,fast_food,pizza,Akron,Copley Road,44320,,41.0841889,-81.5674333,valid
Edgar's Restaurant,restaurant,american,Akron,Nome Avenue,44320,,41.0951804,-81.5716672,valid
Starbucks,cafe,coffee_shop,Streetsboro Commons,Singletary Drive,44241,https://www.starbucks.com/store-locator/store/1008805/streetsboro-commons-9712-singletary-drive-streetsboro-oh-44241-us,41.2503841,-81.3626286,valid
Chill,ice_cream,,,,,,41.0857839,-81.5157225,needs_fix
Romeo's pizza,restaurant,pizza,Tallmadge,Erie Road,44278,https://locations.romeospizza.com/tallmadge/,41.1005234,-81.437608,valid
Subway,fast_food,sandwich,Tallmadge,Erie Road,44278,https://restaurants.subway.com/united-states/oh/tallmadge/35-erie-rd,41.1004509,-81.4376923,valid
The Brick Oven Brew Pub,pub,pizza,,,,,41.0472351,-81.4374168,needs_fix
Pizza Pan,restaurant,pizza,,,,,41.0475066,-81.4375506,needs_fix
Los Girasoles,restaurant,mexican,,,,,41.1336154,-81.5505767,needs_fix
Zap Zap Sushi,restaurant,,,,,,41.1329096,-81.5490618,needs_fix
Subway,fast_food,sandwich,Stow,Hudson Drive,44224,https://restaurants.subway.com/united-states/oh/stow/3500-hudson-dr,41.164979,-81.4774182,valid
Jimmy John's,fast_food,sandwich,Stow,Hudson Drive,44224,https://locations.jimmyjohns.com/oh/stow/sandwiches-2082.html,41.1644957,-81.477568,valid
Handel's,ice_cream,,,,,,41.084692,-81.4444259,needs_fix
Molly's Cafe,cafe,,,,,https://www.stanhywet.org/shop-dine,41.118767,-81.5490768,needs_fix
Popeyes,fast_food,chicken,Akron,North Howard Street,44310,https://www.popeyes.com/store-locator/store/restaurant_83727,41.1023465,-81.5156005,valid
Valley Cafe,restaurant,,,Weathervane Lane,44313,,41.1354838,-81.5532891,valid
Evelyn's Coffee & Banh Mi,cafe,,Akron,East Exchange Street,44308,http://evelynscoffee.com/,41.0764845,-81.5215486,valid
Munchyâ€™s,bar,,,,,,40.9149239,-81.0869238,needs_fix
Boba & Pearl,cafe,bubble_tea,Cuyahoga Falls,Portage Trail,44223,,41.1476997,-81.5056851,valid
Jade Dragon,restaurant,chinese,,,,,41.0718881,-81.4932319,needs_fix
Pierre's Brooklyn Pizza and Deli,restaurant,pizza,Akron,Kenmore Boulevard,44314,https://pierrespizzaanddeli.com/,41.043275,-81.5585508,valid
Subway,fast_food,sandwich,Akron,Tallmadge Avenue,44310,https://restaurants.subway.com/united-states/oh/akron/904-tallmadge-ave,41.1018891,-81.4820987,valid
Crimson Cup,cafe,coffee_shop,Tallmadge,Tallmadge Circle,44278,https://www.crimsoncup.com/assets/24x36-_2020_Tallmadge.pdf,41.102298,-81.4415404,valid
Chipotle,fast_food,mexican,Cuyahoga Falls,Portage Trail,44223,https://locations.chipotle.com/oh/cuyahoga-falls/2042-portage-trl,41.148276,-81.5075763,valid
Paniniâ€™s Bar & Grill,restaurant,,,Steels Pointe,44224,,41.1819474,-81.4806617,valid
Nervous Dog Coffee Bar and Roaster,cafe,,,Steels Pointe,44224,,41.1826632,-81.4825448,valid
Skyline Chili,restaurant,chili,,Bridgewater Parkway,44224,https://skylinechili.com/,41.179904,-81.4805418,valid
Rockneâ€™s,restaurant,,,Hudson Drive,44224,,41.1827525,-81.4727677,valid
Mr. Bulky's Foods,confectionery,,Cuyahoga Falls,Howe Avenue,44221,,41.1167877,-81.4793622,valid
Agavero Mexican Restaurant,restaurant,mexican,Cuyahoga Falls,Howe Avenue,44221,,41.1169343,-81.4803031,valid
Dunkin',fast_food,donut;coffee_shop,Stow,Graham Road,44224,https://locations.dunkindonuts.com/en/oh/stow/3027-graham-rd/353699,41.1669531,-81.4046738,valid
Jersey Mike's Subs,fast_food,sandwich,Stow,Graham Road,44224,https://www.jerseymikes.com/2063/stow-oh,41.1668974,-81.404666,valid
StowNut Donut & Diner,cafe,,Stow,Graham Road,44224,http://www.stownutdonut.com/,41.1674397,-81.4040781,valid
Old Carolina,restaurant,barbecue,,,,,41.1557087,-81.4071594,needs_fix
sweetFrog,ice_cream,frozen_yogurt,,,,,41.1652591,-81.4055753,needs_fix
Subway,fast_food,sandwich,Stow,Graham Road,44224,https://restaurants.subway.com/united-states/oh/stow/3022-graham-rd,41.1652591,-81.4057684,valid
Missing Falls Brewery,bar,,,South Main Street,44311,,41.0705309,-81.526809,valid
Dunkin',fast_food,donut;coffee_shop,Akron,Shanafelt Avenue,44312,https://locations.dunkindonuts.com/en/oh/akron/1286-shanafelt-ave/354710,41.0326804,-81.4323819,valid
Subway,fast_food,sandwich,Akron,East Waterloo Road,44306,https://restaurants.subway.com/united-states/oh/akron/1011-e-waterloo-rd,41.03102,-81.4908307,valid
Arby's,fast_food,sandwich,,,,https://www.arbys.com/locations/us/oh/alliance/130-w-state-st/store-8148/,40.9013373,-81.1078536,needs_fix
Bogo pizza,fast_food,pizza,,,,,40.9012131,-81.1107928,needs_fix
Hot Head Burritos,fast_food,mexican,,,,,40.9012156,-81.110691,needs_fix
Chinese Food,restaurant,chinese,,,,,41.1557543,-81.3329402,needs_fix
Laundry 101,bar,,,,,,41.1556495,-81.332948,needs_fix
Robeks,fast_food,,,,,,41.109193,-81.5688153,needs_fix
The Shak,restaurant,diner,,,,,40.9403837,-81.1158541,needs_fix
New York style pizza,restaurant,,,,,,41.096927,-81.5027769,needs_fix
sunrise kitchen,restaurant,,,,,http://sunrisekitchenonline.com,41.1651655,-81.4758347,needs_fix
Penn Station,fast_food,sandwich,Cuyahoga Falls,Howe Avenue,44221,,41.1196048,-81.4726736,valid
Moe's Southwest Grill,fast_food,mexican,Cuyahoga Falls,Howe Avenue,44221,,41.1196005,-81.4725363,valid
Chilling Station,ice_cream,,,,,https://chillingstation.net/,41.2789038,-81.2248456,needs_fix
Jake's Eats,restaurant,,,,,JakesEats.com,41.2818131,-81.2236849,needs_fix
italiano's,restaurant,italian,,,,,41.2831573,-81.2238292,needs_fix
West Ave Tavern,restaurant,american,Tallmadge,West Avenue,44278,https://www.westavetavern.com/,41.1013046,-81.4448759,valid
No. 1 Chinese Kitchen,restaurant,chinese,Kent,Cascades Boulevard,44240,,41.0965199,-81.3883489,valid
Panera Bread,fast_food,sandwich;bakery,Stow,Kent Road,44224,https://locations.panerabread.com/oh/stow/4338-kent-road.html,41.1562499,-81.4062333,valid
Marco's Pizza,restaurant,pizza,,,,,41.1370325,-81.4885311,needs_fix
Subway,fast_food,sandwich,Alliance,West State Street,44601,https://restaurants.subway.com/united-states/oh/alliance/2491-w-state-st,40.9025567,-81.1536017,valid
Domino's,fast_food,pizza,Alliance,West State Street,44601,https://pizza.dominos.com/ohio/alliance/1939-west-state-st,40.9023495,-81.1351536,valid
Gionino's Pizzeria,fast_food,pizza,Akron,North Portage Path,44313,https://www.gioninos.com/locations/oh-akron-1376-n-portage-path-44313,41.1325528,-81.5493878,valid
Papa John's,fast_food,pizza,Akron,West Market Street,44313,https://locations.papajohns.com/united-states/oh/44313/akron/1885-west-market-street,41.1126763,-81.5758135,valid
The Blue Door Cafe & Bakery,cafe,,,,,,41.1341837,-81.5089019,needs_fix
Lock 15 Brewing Co,pub,,Akron,West North Street,,,41.0914737,-81.5171996,valid
Breakfast at Tiffani's Cafe and Catering,restaurant,breakfast;brunch,Tallmadge,East Avenue,44278,https://www.facebook.com/people/Breakfast-at-Tiffanis-Cafe-and-Catering/100093853910872/,41.102202,-81.4356702,valid
Taco Bell,fast_food,tex-mex,Tallmadge,Tallmadge Circle,44278,https://locations.tacobell.com/oh/tallmadge/62-tallmadge-circle.html,41.1019253,-81.4396732,valid
Arby's,fast_food,sandwich,Tallmadge,East Avenue,44278,https://www.arbys.com/locations/us/oh/tallmadge/30-east-ave/store-5351/,41.1010859,-81.4390042,valid
Imperial Woc,restaurant,chinese,,,,,41.1126254,-81.5756476,needs_fix
South Point Tavern,bar,,Akron,West Market Street,,,41.1143918,-81.5779008,valid
Niko's Sandwich Board,cafe,,Akron,West Market Street,,,41.1145585,-81.5778946,valid
New Baltimore,ice_cream,,,,,,40.9850039,-81.2492337,needs_fix
Handel's Homemade Ice Cream,ice_cream,,,,,,41.065282,-81.4812452,needs_fix
Starbucks,cafe,coffee_shop,Akron,East Market Street,44305,https://www.starbucks.com/store-locator/store/1024909/akron-east-market-drive-thru-1203-e-market-st-akron-oh-44305-us,41.0653687,-81.4813624,valid
Royal Star Diner,restaurant,diner,,,,,40.9193467,-81.0195326,needs_fix
Tip Top,restaurant,,,Darrow Road,,,41.158372,-81.4405109,valid
The Town Tavern,bar,,Uniontown,Town Park Boulevard,44685,,40.9496174,-81.4669801,valid
Gionino's,restaurant,pizza,Rootstown,Tallmadge Road,44272,,41.0992828,-81.140689,valid
Papa John's,fast_food,pizza,Uniontown,Cleveland Avenue Northwest,44685,https://locations.papajohns.com/united-states/oh/44685/uniontown/13038-cleveland-avenue-nw,40.9758965,-81.4065843,valid
McDonald's,fast_food,burger,Hartville,West Maple Street,44632-9669,https://www.mcdonalds.com/us/en-us/location/8064.html,40.9673438,-81.345292,valid
Hanini Subs,restaurant,sandwich;salad;gyros,akron,Brittain Ridge,44305,https://www.haninisubs.com/,41.0855013,-81.4666259,valid
Restoration 44 Coffee Company,cafe,coffee_shop,,,44255,https://www.r44coffee.com/,41.2822735,-81.2244218,needs_fix
The Barrel Room,bar,,,,,,40.900855,-81.4065229,needs_fix
Subway,fast_food,sandwich,,,,,40.9177109,-81.1062099,needs_fix
Doug's classic 57,restaurant,diner,,,,,40.9014561,-81.1161786,needs_fix
Starbucks,cafe,coffee_shop,Cuyahoga Falls,Graham Road,44224,https://www.starbucks.com/store-locator/store/10617/cuyahoga-falls-graham-hudso-1006-graham-road-cuyahoga-falls-oh-442242935-us,41.1631786,-81.4767859,valid
D'Agnese's Trattoria and Cafe,restaurant,,,White Pond Drive,,,41.1012179,-81.5867436,valid
Danny Boys,restaurant,,,,,,41.1002217,-81.4404245,needs_fix
Firehouse,restaurant,burger;american,Tallmadge,Tallmadge Circle,44278,https://www.firehousetallmadge.com/,41.1002282,-81.4403182,valid
R. Shea Brewing,bar,,,,,,41.0707078,-81.5277386,needs_fix
Buffalo Wild Wings,restaurant,wings,Streetsboro,OH-14,44241,,41.2378289,-81.3366727,valid
Rewind Virtual Cafe,cafe,,Akron,Goodyear Boulevard,44305,,41.0739433,-81.4637042,valid
Italian Garden,restaurant,italian;pizza;chicken,Akron,Goodyear Boulevard,44305,,41.0730885,-81.4630796,valid
Burger King,fast_food,burger,Kent,Tallmadge Road,44240,https://www.bk.com/store-locator/store/restaurant_87515,41.1010199,-81.3848909,valid
Taco Bell,fast_food,tex-mex,Kent,Maplecrest Parkway,44240,https://locations.tacobell.com/oh/kent/4098-maplecrest-parkway.html,41.1009968,-81.3871669,valid
Arby's,fast_food,sandwich,Kent,Tallmadge Road,44240,https://www.arbys.com/locations/us/oh/kent/165-tallmadge-road/store-8172/,41.1010515,-81.3874941,valid
Pulp,cafe,,,,,,41.1181082,-81.5880121,needs_fix
Romeo's Pizza,fast_food,pizza,,,,,41.1181729,-81.5881569,needs_fix
750 ml Wines,bar,,,,,,41.1183184,-81.5882428,needs_fix
West Side Bakery,cafe,,,,,,41.1186417,-81.5886759,needs_fix
Subway,fast_food,sandwich,Akron,Kenmore Boulevard,44314,https://restaurants.subway.com/united-states/oh/akron/1033-kenmore-blvd,41.043259,-81.5610733,valid
A Walk in the Park Cafe,cafe,,,,,,41.0424226,-81.5142344,needs_fix
Park Place Pub,pub,,,,,,41.0420605,-81.5144463,needs_fix
Gourmet Kitchen,restaurant,chinese,,,,,41.0428424,-81.5597838,needs_fix
Domino's,fast_food,pizza,Cuyahoga Falls,State Road,44223,https://pizza.dominos.com/ohio/cuyahoga-falls/2110-state-rd,41.1361315,-81.5090143,valid
Jimmy Bigg's,restaurant,,,,,,41.1333953,-81.5081496,needs_fix
Compass Coffee,cafe,,,East Market Street,44304,https://thewellakron.com/,41.0775391,-81.4970372,valid
Alexander Pierce,restaurant,,,,,,41.0747217,-81.4925828,needs_fix
The Rabbit Hole,pub,,,,,,41.1333076,-81.5494668,needs_fix
First Watch,restaurant,american;breakfast,,,,,41.1487113,-81.5079394,needs_fix
Ray's Pub,pub,,,,,,41.0965865,-81.5430305,needs_fix
Lil' Bit Cafe,cafe,,,,,,41.0430344,-81.5593389,needs_fix
KC's Dugout,restaurant,,,,,,41.0476012,-81.4796744,needs_fix
Luigi's,fast_food,pizza,,,,,41.0034904,-81.5897554,needs_fix
Main Street Saloon,restaurant,,,,,,41.0465797,-81.5272782,needs_fix
Hiachi xpress,fast_food,,,,,,41.0458112,-81.5276219,needs_fix
IDO Bar & Grill,restaurant,,,,,,41.0450382,-81.5271331,needs_fix
Klein Seafood,restaurant,,,,,,41.0535688,-81.5186308,needs_fix
North Side Saloon,restaurant,,,,,,41.1147273,-81.4962759,needs_fix
Farmer Boy,restaurant,,,,,,41.1137376,-81.4968197,needs_fix
Rasiccis Pizza & Chicken,restaurant,,,,,,41.1133582,-81.5005487,needs_fix
Nepali Kitchen,restaurant,,Akron,East Cuyahoga Falls Avenue,44310,https://nepalikitchen.weebly.com,41.1117175,-81.5037009,valid
Subway,fast_food,sandwich,Mogadore,North Cleveland Avenue,44260,https://restaurants.subway.com/united-states/oh/mogadore/35-n-cleveland-ave,41.051969,-81.3926644,valid
Hungry Howie's,fast_food,pizza,,,,,41.0518905,-81.3926581,needs_fix
Sam's Tavern,bar,,,,,,41.0492218,-81.3933864,needs_fix
Mariachi Coco's,restaurant,,,,,,41.1335189,-81.5503107,needs_fix
Chipotle,fast_food,mexican,Akron,George Washington Boulevard,44312,https://locations.chipotle.com/oh/akron/1289-george-washington-blvd,41.0281236,-81.4616682,valid
Tim Hortons,cafe,coffee_shop,Akron,George Washington Boulevard,44306,,41.0276083,-81.4628382,valid
Mr Hero,fast_food,sandwich,,South Arlington Street,44306,https://mrhero.com/,41.0326799,-81.4908978,valid
Taco Bell,fast_food,tex-mex,Akron,South Arlington Road,44306,https://locations.tacobell.com/oh/akron/1467-s-arlington-rd.html,41.0323142,-81.4908984,valid
Hardee's,fast_food,burger,Akron,South Arlington Street,46305,https://locations.hardees.com/oh/akron/1395-s-arlington-st,41.0342515,-81.4909481,valid
Rally's,fast_food,burger,,,,,41.0291593,-81.5099689,needs_fix
Mi Casa,restaurant,mexican,Akron,East Waterloo Road,44319,https://www.micasa-akron.com,41.0280682,-81.5147433,valid
Italo's,restaurant,pizza,,,,,41.0297021,-81.5108715,needs_fix
Harvey Walllbangers,bar,,,,,,41.0294223,-81.5102211,needs_fix
Fiesta Pizza and Chicken,restaurant,pizza;fried_chicken,Akron,Newton Street,44305,,41.0725749,-81.4561941,valid
"Tip""em Up Tavern",bar,,Akron,Newton Street,44305,,41.0725601,-81.4563387,valid
Namaste Cuisine,restaurant,,,,,,41.1093319,-81.5077662,needs_fix
Dairy Queen,fast_food,ice_cream,Akron,East Cuyahoga Falls Avenue,44310-2256,https://www.dairyqueen.com/locations/oh/akron/260-e-cuyahoga-falls-ave/14296,41.1089626,-81.5076133,valid
The Hill Pub,bar,,,,,,41.1108688,-81.505098,needs_fix
Dontinos,restaurant,italian,,,,,41.1138318,-81.4990242,needs_fix
The Hartville Pantry,restaurant,american,Hartville,N Prospect Ave,44632,https://hartvillepantry.com,40.9641759,-81.330886,valid
pizzaBOGO,fast_food,pizza,Hartville,South Prospect Avenue,44632,,40.9637833,-81.3321494,valid
Peace Love & Little Donuts,fast_food,donut,Hartville,South Prospect Avenue,44632,,40.9637663,-81.3317431,valid
Manny's Pub,bar,,,,,,41.0459938,-81.437269,needs_fix
Mr. Hero,fast_food,,,,,,41.0494199,-81.4384384,needs_fix
New Ming Home,restaurant,chinese,,,,http://www.newminghomeellet.com,41.0493517,-81.4384317,needs_fix
Molly Brown's Kitchen,restaurant,,,,,,41.0492713,-81.4384519,needs_fix
Fresh Planet,fast_food,,Tallmadge,Tallmadge Circle,44278,https://fresh-planet.com/,41.1022956,-81.4414465,valid
Jimmy John's,fast_food,sandwich,Tallmadge,North Avenue,44278,https://locations.jimmyjohns.com/oh/tallmadge/sandwiches-3043.html,41.1044155,-81.4401976,valid
Pandora's Cupcakes,bakery,,,,,,41.1048907,-81.4403046,needs_fix
Wally Waffle,restaurant,breakfast,,,,,41.1048933,-81.4404119,needs_fix
Aura The Himalayan Kitchen,restaurant,indian;nepalese;chinese,Tallmadge,Tallmadge Circle,44278,https://www.aurathekitchen.com/,41.1003301,-81.4402067,valid
China Star,restaurant,chinese,,,,,41.0841554,-81.5690714,needs_fix
Gionino's Pizzeria,fast_food,pizza,Tallmadge,Eastwood Avenue,44278,https://www.gioninos.com/locations/oh-tallmadge-676-eastwood-ave-44278,41.0833887,-81.4170089,valid
LampPost,restaurant,,,,,,41.0589667,-81.4519172,needs_fix
Paleteria La Fresa,restaurant,mexican;ice_cream,Akron,Darrow Road,,https://lafresaakron.com/,41.0758148,-81.4414439,valid
ALa Loma,restaurant,mexican,,,,,41.0761596,-81.4414465,needs_fix
Pizza Hut,restaurant,pizza,Tallmadge,South Avenue,44278,https://locations.pizzahut.com/oh/tallmadge/535-south-ave,41.0864285,-81.4409962,valid
Wendy's,fast_food,burger,Akron,East Market Street,44308,https://locations.wendys.com/united-states/oh/akron/275-e-market-st,41.0823354,-81.5085632,valid
Lee Angelo's,restaurant,,,,,,41.0961076,-81.5510958,needs_fix
Rocco's Pizza,restaurant,,,,,,41.142546,-81.4963239,needs_fix
East of Chicago Pizza,fast_food,pizza,,,,,41.1090598,-81.5685652,needs_fix
Subway,fast_food,sandwich,Akron,West Market Street,44313,https://restaurants.subway.com/united-states/oh/akron/1596-west-market-st,41.1078212,-81.5668009,valid
Moe's Southwest Grill,fast_food,mexican,Akron,West Market Street,44313,,41.1102954,-81.5703273,valid
Debouaire's ultra lounge,bar,,,,,,41.0388097,-81.4908502,needs_fix
Popeyes,fast_food,chicken,Akron,South Arlington Street,44306,https://www.popeyes.com/store-locator/store/restaurant_82776,41.0392659,-81.4917929,valid
Burger King,fast_food,burger,Akron,South Arlington Street,44306,https://www.bk.com/store-locator/store/restaurant_212,41.04033,-81.4909185,valid
Dairy Queen,restaurant,,,,,,41.0400774,-81.5017949,needs_fix
Bar-B-Q Boss,restaurant,,,,,,41.0845663,-81.5517209,needs_fix
BurgerFi,fast_food,burger,Cuyahoga Falls,Portage Trail,44223,,41.1481237,-81.5072331,valid
Stevos Tavern,bar,,,,,,41.0722849,-81.4568062,needs_fix
WingStreet,fast_food,wings,,,,,41.0864056,-81.4409975,needs_fix
Artisan Coffee,cafe,coffee_shop,,,,,41.1107478,-81.5713198,needs_fix
Valley Wings,restaurant,,,,,,41.0693109,-81.5411986,needs_fix
Sports Drink,bar,,,,,,41.0840194,-81.5738967,needs_fix
Taqueria Treas Amigos,restaurant,mexican,,,,,41.0840154,-81.5741408,needs_fix
Fire & Ice,restaurant,,,,,,41.0436255,-81.4575485,needs_fix
Dilly's,restaurant,,,,,https://www.doubledilly.com/,41.043607,-81.4581879,needs_fix
Oldies & Goodies Family Diner,restaurant,,,,,,41.0439436,-81.4625186,needs_fix
Jack's Happy Landing,restaurant,,,,,,41.044112,-81.4625207,needs_fix
Marco's Pizza,fast_food,pizza,Akron,Canton Road,44312,,41.0196769,-81.4170097,valid
Subway,fast_food,sandwich,Uniontown,Massillon Road,44685,https://restaurants.subway.com/united-states/oh/uniontown/4195-massillon-rd,40.9479242,-81.4648761,valid
Menches Brothers,fast_food,burger,,,,,40.9605964,-81.4670176,needs_fix
Dunkin',fast_food,donut;coffee_shop,Uniontown,Massillon Road,44685,https://locations.dunkindonuts.com/en/oh/uniontown/3651-massillon-rd/352608,40.9620222,-81.4643717,valid
Hunan King,restaurant,chinese,Akron,Canton Road,44312,http://www.hunankingonline.com/,41.0243035,-81.4232615,valid
Lucky Star,restaurant,chinese,,,,,40.9603995,-81.4666026,needs_fix
"Peace, Love, & Little Donuts",fast_food,donut,,,,,40.9603744,-81.4664559,needs_fix
DQ Grill & Chill,fast_food,ice_cream;burger,Uniontown,Town Park Boulevard,44685,https://www.dairyqueen.com/en-us/locations/oh/uniontown/1840-town-park-blvd-ste-r/14326/,40.9495143,-81.466127,valid
EuroGyro,fast_food,,,,,,41.0027482,-81.5241706,needs_fix
Tonix,bar,,,,,,41.0031095,-81.5241202,needs_fix
Northside Tavern,bar,,,,,,41.1114634,-81.5148941,needs_fix
East of Chicago Pizza,fast_food,pizza,Akron,South Arlington Road,44312,,40.976545,-81.4928431,valid
Strickland's,ice_cream,,Akron,South Arlington Road,44312,,40.9762388,-81.4928543,valid
Subway,fast_food,sandwich,Akron,South Arlington Road,44312,https://restaurants.subway.com/united-states/oh/akron/3421-s-arlington-rd,40.9778339,-81.4926743,valid
mr Hero,fast_food,,,,,,41.066496,-81.5691639,needs_fix
New Ming,restaurant,chinese,,,,,41.0658549,-81.5701711,needs_fix
Subway,fast_food,sandwich,Akron,South Hawkins Avenue,44320,https://restaurants.subway.com/united-states/oh/akron/1607-s-hawkins-ave,41.0657376,-81.5680213,valid
Domino's,fast_food,pizza,Akron,Vernon Odom Boulevard,44333,https://pizza.dominos.com/ohio/akron/1324-vernon-odom-blvd,41.064679,-81.5688448,valid
A-Town,restaurant,,,,,,40.9022651,-81.1371043,needs_fix
ShawarmaBrothers,fast_food,,,,,,41.1470159,-81.5045817,needs_fix
Wing Stop,fast_food,,,,,,41.1477551,-81.5057974,needs_fix
Smoothie King,fast_food,juice,,,,,41.1477693,-81.5058263,needs_fix
tropical Smoothis Cafe,fast_food,juice,,,,,41.1482727,-81.5073082,needs_fix
Poke,fast_food,,,,,,41.1482767,-81.5074155,needs_fix
Aladdin's Eatery,restaurant,lebanese,,,,,41.1485782,-81.507278,needs_fix
Poallotta's Pastries,bakery,,,,,,41.1449567,-81.5077863,needs_fix
East of Chicago Pizza,fast_food,,,,,,41.1447739,-81.5082107,needs_fix
SeoulGarden,restaurant,korean,,,,,41.1433535,-81.5082081,needs_fix
Molly Brown's,cafe,,,,,,41.1414494,-81.5082059,needs_fix
Domenic's Pub,bar,,,,,,41.1410134,-81.5082343,needs_fix
Lacci's Place,fast_food,,,,,,41.1407503,-81.508204,needs_fix
Village Gardens,restaurant,,,State Road,44223,,41.1403069,-81.5081021,valid
Asian Market,restaurant,korean,,,,,41.1398999,-81.5082121,needs_fix
Chen Garden,fast_food,chinese,,,,,41.1355335,-81.5081558,needs_fix
Everest,restaurant,indian,,,,,41.1351558,-81.5081712,needs_fix
Little Caesars,fast_food,pizza,,,,https://littlecaesars.com/en-us/store/8461/,41.1298335,-81.5087277,needs_fix
R's Pub,bar,,,,,,41.1263949,-81.5076904,needs_fix
Vine Valley,restaurant,,,,,,41.1342569,-81.5486371,needs_fix
Quarter Up,bar,,,,,,41.134363,-81.5486041,needs_fix
Noisy Oyster,restaurant,,,,,,41.1318991,-81.5489893,needs_fix
Sushi Asia Gourmet,restaurant,,,,,,41.1321992,-81.5486789,needs_fix
Dilly's Drive In,restaurant,american,,State Road,,https://www.doubledilly.com/,41.1881167,-81.5078404,valid
Grabham's Candies,confectionery,,Peninsula,State Road,,https://www.grabhamscandies.com/,41.1881135,-81.5068246,valid
Pav's Creamery,ice_cream,,Uniontown,Massillon Road,44685,https://www.pavscreamery.com/,40.9561767,-81.4640335,valid
Sunrise Social,restaurant,breakfast,Uniontown,Massillon Road,44685,,40.9558585,-81.4644833,valid
35Â° Brix,restaurant,american,Uniontown,Massillon Road,44685,http://www.35brix.com/,40.9558722,-81.4649658,valid
Antonio's Pizzeria,restaurant,pizza,Uniontown,Massillon Road,44685,https://www.antoniospizza.net/,40.9558661,-81.4647286,valid
Kasai Japanese Restaurant,restaurant,japanese,Uniontown,Massillon Road,44685,http://eatatkasaioh.com/,40.9577749,-81.4646916,valid
Hot Head Burritos,fast_food,mexican,Uniontown,Massillon Road,44685,https://hotheadburritos.com/green-oh,40.9578637,-81.4646866,valid
Starbucks,cafe,coffee_shop,Uniontown,Massillon Road,44685,https://www.starbucks.com/store-locator/store/1008863/green-heritage-crossing-3875-massillon-road-green-oh-446857839-us,40.9581266,-81.4646697,valid
Jimmy John's,fast_food,sandwich,Uniontown,U,44685,https://locations.jimmyjohns.com/oh/uniontown/sandwiches-2636.html,40.9579923,-81.4646777,valid
Beyond Juciery and Eatery,fast_food,smoothie,Uniontown,Massillon Road,44685,https://beyondjuiceryeatery.com/,40.953959,-81.466336,valid
Brubaker's Pub,pub,,Uniontown,Massillon Road,44685,https://brubakerspub.com/,40.9542586,-81.4650775,valid
Papa Gyro's,restaurant,greek,Uniontown,Massillon Road,44685,https://www.papagyros.com/,40.9537965,-81.4651114,valid
Nectar Smoothie Cafe,fast_food,smoothie,Uniontown,Massillon Road,44685,http://nectarsmoothiecafe.com/,40.9538555,-81.4651027,valid
Hungry Howie's,fast_food,pizza,Uniontown,Massillon Road,44685,https://www.hungryhowies.com/store/hungry-howies-00873,40.9539121,-81.4651038,valid
Pizza Hut,restaurant,pizza,Uniontown,Town Park Boulevard,44685,https://locations.pizzahut.com/oh/uniontown/1840-town-park-blvd,40.9500215,-81.4669684,valid
Jimmy John's,fast_food,sandwich,Barberton,Robinson Avenue,44203,https://locations.jimmyjohns.com/oh/barberton/sandwiches-3724.html,41.0098727,-81.5887328,valid
Chipotle,fast_food,mexican,Barberton,Robinson Avenue,44203,https://locations.chipotle.com/oh/barberton/446-robinson-ave,41.0098673,-81.588606,valid
A Plus Crab,restaurant,seafood,Cuyahoga Falls,Howe Avenue,44221,,41.1178704,-81.4734,valid
Giovanni's Pizza,restaurant,pizza,Akron,Buchholzer Boulevard,44310,,41.1159528,-81.4731694,valid
